"id     icao_code   iata_code   name              type              city_id           country_id         continent_id       website_url    created_at      updated_at          latitude_deg     longitude_deg elevation_ft      wikipedia_link"
"1 NTGA       AAA         Anaa Airport      medium_airport              47868                198                  6                  2024-06-27 0:00 2024-06-27 0:00           -17.3526     -145.509995                10 https://en.wikipedia.org/wiki/Anaa_Airport"
"2459 DTTF      GAF   Gafsa Ksar Inter medium_airport     14386   180   2                  2024-06-27 0:00 2024-06-27 0:00     34.42200089    8.822500229    1060 https://en.wikipedia.org/wiki/Gafsa_-_Ksar_Internat"
"2460 KGAG      GAG   Gage Heibeck A small_airport        48951   188   4                  2024-06-27 0:00 2024-06-27 0:00       36.295502      -99.776398   2223 https://en.wikipedia.org/wiki/Gage_Airport"
"2461 YGAY      GAH   Gayndah Airport small_airport       48952    9    6                  2024-06-27 0:00 2024-06-27 0:00       -25.615939     151.62055     369 https://en.wikipedia.org/wiki/Gayndah_Airport"
"2462 KGAI      GAI   Montgomery Cousmall_airport         14413   188   4 http://www.montg2024-06-27 0:00 2024-06-27 0:00        39.168301         -77.166    539 https://en.wikipedia.org/wiki/Montgomery_County_A"
"2463 RJSC      GAJ   Yamagata Airpor medium_airport      16972   85    1                  2024-06-27 0:00 2024-06-27 0:00          38.4119    140.371002     353 https://en.wikipedia.org/wiki/Yamagata_Airport"
"2464 PAGA      GAL   Edward G. Pitka medium_airport      48953   188   4                  2024-06-27 0:00 2024-06-27 0:00       64.736198     -156.936997    153 https://en.wikipedia.org/wiki/Edward_G._Pitka_Sr._"
"2465 PAGM      GAM   Gambell Airport medium_airport    48954   188   4                  2024-06-27 0:00 2024-06-27 0:00        63.767694     -171.733303     27 https://en.wikipedia.org/wiki/Gambell_Airport"
"2466 VRMG      GAN   Gan Internationa medium_airport   48955   107   1 https://web.archi 2024-06-27 0:00 2024-06-27 0:00        -0.692694     73.151557       6 https://en.wikipedia.org/wiki/Gan_International_Airp"
"2467 MUGT      GAO   Mariana Grajalesmedium_airport    48956   43    4                  2024-06-27 0:00 2024-06-27 0:00          20.0853      -75.158302     56 https://en.wikipedia.org/wiki/Mariana_Grajales_Airp"
"2468 AYGP      GAP   Gusap Airport    small_airport    48957   137   6                  2024-06-27 0:00 2024-06-27 0:00         -6.053196    145.959047    1504 https://en.wikipedia.org/wiki/Gusap_Airport"
"2470 PG-0009   GAR   Garaina Airport small_airport     48958   137   6                  2024-06-27 0:00 2024-06-27 0:00         -7.875625    147.141266    2497"
"2471 HKGA      GAS   Garissa Airport small_airport     14634   88    2                  2024-06-27 0:00 2024-06-27 0:00         -0.463508       39.6483     475 https://en.wikipedia.org/wiki/Garissa_Airport"
"2473 VEGT      GAU   Lokpriya Gopina medium_airport    16074   76    1 http://aai.aero/gu 2024-06-27 0:00 2024-06-27 0:00    26.10610008    91.58589935     162 https://en.wikipedia.org/wiki/Lokpriya_Gopinath_Bo"
"2474 ID-GAV    GAV   Gag Island Airpo small_airport    48959   77    1                  2024-06-27 0:00 2024-06-27 0:00         -0.400556    129.895004       1 https://fr.wikipedia.org/wiki/A%C3%A9roport_de_l%"
"2475 VYGG      GAW   Gangaw Airport small_airport      48960   121   1                  2024-06-27 0:00 2024-06-27 0:00      22.17469978    94.13439941     200"
"2476 GA-GAX    GAX   Gamba Airport    small_airport    14473   61    2                  2024-06-27 0:00 2024-06-27 0:00         -2.785278     10.047222      30 https://en.wikipedia.org/wiki/Gamba_Airport"
"2477 VEGY      GAY   Gaya Airport     medium_airport   14710   76    1                  2024-06-27 0:00 2024-06-27 0:00        24.744301      84.951202     380 https://en.wikipedia.org/wiki/Gaya_Airport"
"2478 GAZ       GAZ   Guasopa Airport small_airport     48961   137   6                  2024-06-27 0:00 2024-06-27 0:00         -9.225918    152.944352      10 https://en.wikipedia.org/wiki/Guasopa_Airport"
"2479 EGBP      GBA   Cotswold Airport small_airport    48962   187   3 http://www.cotsw 2024-06-27 0:00 2024-06-27 0:00        51.668095        -2.05694    433 https://en.wikipedia.org/wiki/Cotswold_Airport"
"2480 UBBQ      GBB   Gabala Internatiomedium_airport   48963    11   1                  2024-06-27 0:00 2024-06-27 0:00        40.808617      47.725389     935 https://en.wikipedia.org/wiki/Gabala_Airport"
"2481 AYGS      GBC   Gasuke Airport small_airport      48964   137   6                  2024-06-27 0:00 2024-06-27 0:00           -6.1028      141.7393     157"
"2482 KGBD      GBD   Great Bend Mun small_airport      15540   188   4                  2024-06-27 0:00 2024-06-27 0:00        38.344299        -98.8592   1887 https://en.wikipedia.org/wiki/Great_Bend_Municipa"
"2483 FBSK      GBE   Sir Seretse Khamlarge_airport     14362   23    2                  2024-06-27 0:00 2024-06-27 0:00        -24.555201       25.9182    3299 https://en.wikipedia.org/wiki/Sir_Seretse_Khama_In"
"2484 AYNE      GBF   Negarbo(Negabosmall_airport       48965   137   6                  2024-06-27 0:00 2024-06-27 0:00         -6.567778    144.703058    4500"
"2485 KGBG      GBG   Galesburg Municsmall_airport      14439   188   4 http://www.ci.gale2024-06-27 0:00 2024-06-27 0:00     40.93799973    -90.43109894    764 https://en.wikipedia.org/wiki/Galesburg_Municipal_A"
"2486 PAGB      GBH   Galbraith Lake A small_airport    48966   188   4                  2024-06-27 0:00 2024-06-27 0:00      68.47969818    -149.4900055   2663 https://en.wikipedia.org/wiki/Galbraith_Lake_Airpor"
"2487 VOGB      GBI   Kalaburagi Airpo small_airport    48967   76    1                  2024-06-27 0:00 2024-06-27 0:00        17.308154      76.965246    1571 https://en.wikipedia.org/wiki/Kalaburagi_Airport"
"2488 TFFM      GBJ   Marie-Galante A medium_airport    15486   206   4                  2024-06-27 0:00 2024-06-27 0:00        15.868925      -61.270087     16 https://en.wikipedia.org/wiki/Marie-Galante_Airport"
"2489 GFGK      GBK   Gbangbatok Airp small_airport     48968   157   2                  2024-06-27 0:00 2024-06-27 0:00         7.812535      -12.377815     75 https://en.wikipedia.org/wiki/Gbangbatok_Airport"
"2491 GBM       GBM   Garbaharey Airp small_airport     48969   162   2                  2024-06-27 0:00 2024-06-27 0:00          3.32294       42.21309     755 https://en.wikipedia.org/wiki/Garbaharey_Airport"
"2492 YGAM      GBP   Gamboola Airpo small_airport      48970    9    6                  2024-06-27 0:00 2024-06-27 0:00         -16.54412    143.668155"
"2493 KGBR      GBR   Walter J. Koladz small_airport    48971   188   4 http://greatbarrin 2024-06-27 0:00 2024-06-27 0:00    42.18420029    -73.40319824    739 https://en.wikipedia.org/wiki/Walter_J._Koladza_Air"
"2494 OING      GBT   Gorgan Airport   medium_airport   15336   78    1                  2024-06-27 0:00 2024-06-27 0:00      36.90940094    54.40129852     -24 https://en.wikipedia.org/wiki/Gorgan_Airport"
"2495 HSKG      GBU   Khashm El Girbasmall_airport      48972   167   2                  2024-06-27 0:00 2024-06-27 0:00            14.925     35.877998    1560 https://en.wikipedia.org/wiki/Khashm_el_Girba_Airp"
"2496 YGIB      GBV   Gibb River Airpo small_airport    48973    9    6                  2024-06-27 0:00 2024-06-27 0:00        -16.418661    126.445685     509"
"2497 YGIA      GBW   Ginbata Airport small_airport     48974    9    6                  2024-06-27 0:00 2024-06-27 0:00          -22.5812     120.03553    1409 https://en.wikipedia.org/wiki/Ginbata_Airport"
"2498 NZGB      GBZ   Great Barrier Ae small_airport    48975   126   6                  2024-06-27 0:00 2024-06-27 0:00      -36.24140167   175.4720001      20 https://en.wikipedia.org/wiki/Great_Barrier_Aerodro"
"2499 SK-236    GCA   Guacamayas Air small_airport      48976   37    5                  2024-06-27 0:00 2024-06-27 0:00         2.283333          -74.95   1500"
"2500 KGCC      GCC   Northeast Wyom medium_airport     14995   188   4 http://www.iflygill 2024-06-27 0:00 2024-06-27 0:00       44.3489     -105.539001   4365 https://en.wikipedia.org/wiki/Gillette%E2%80%93C"
"2501 K3W7      GCD   Grand Coulee Dasmall_airport      48977   188   4 http://www.wsdot 2024-06-27 0:00 2024-06-27 0:00      47.92200089    -119.0830002   1588"
"2502 OIAH      GCH   Gachsaran Airpo medium_airport    48978   78    1                  2024-06-27 0:00 2024-06-27 0:00        30.333869      50.833796    2414 https://en.wikipedia.org/wiki/Gachsaran_Airport"
"2503 EGJB      GCI   Guernsey Airpor medium_airport    36183   199   3                  2024-06-27 0:00 2024-06-27 0:00        49.435001        -2.60197    336 https://en.wikipedia.org/wiki/Guernsey_Airport"
"2504 FAGC      GCJ   Grand Central A medium_airport    26899   163   2                  2024-06-27 0:00 2024-06-27 0:00      -25.98629951   28.14010048    5325 https://en.wikipedia.org/wiki/Grand_Central_Airport"
"2505 KGCK      GCK   Garden City Reg medium_airport    14599   188   4                  2024-06-27 0:00 2024-06-27 0:00      37.92750168     -100.723999   2891 https://en.wikipedia.org/wiki/Garden_City_Regional"
"2506 MWCR      GCM   Owen Roberts In large_airport     14825   213   4                  2024-06-27 0:00 2024-06-27 0:00        19.292801      -81.357697      8 https://en.wikipedia.org/wiki/Owen_Roberts_Interna"
"2507 KGCN      GCN   Grand Canyon N medium_airport     48979   188   4 http://www.azdot 2024-06-27 0:00 2024-06-27 0:00          35.9524     -112.147003   6609 https://en.wikipedia.org/wiki/Grand_Canyon_Nation"
"2508 1Z1       GCT   Grand Canyon B small_airport      48980   188   4                  2024-06-27 0:00 2024-06-27 0:00        36.258614     -113.231159   4100 https://en.wikipedia.org/wiki/Grand_Canyon_Bar_1"
"2509 GCV       GCV   Gravatai Airport small_airport    15528   24    5                  2024-06-27 0:00 2024-06-27 0:00          -29.9494      -50.98505     25"
"2510 K1G4      GCW   Grand Canyon Wsmall_airport       48981   188   4                  2024-06-27 0:00 2024-06-27 0:00        35.985787     -113.817072   4825 https://en.wikipedia.org/wiki/Grand_Canyon_West_"
"2511 KGCY      GCY   Greeneville Mun small_airport     15570   188   4 http://www.green 2024-06-27 0:00 2024-06-27 0:00        36.195648      -82.811482   1608 https://en.wikipedia.org/wiki/Greeneville-Greene_C"
"2512 VA2C      GDB   Gondia Airport   medium_airport   15273   76    1                  2024-06-27 0:00 2024-06-27 0:00        21.526817      80.290347     987 https://en.wikipedia.org/wiki/Gondia_Airport"
"2513 KGYH      GDC   Donaldson Field small_airport     15581   188   4                  2024-06-27 0:00 2024-06-27 0:00        34.758301      -82.376404    955 https://en.wikipedia.org/wiki/Donaldson_Center_Air"
"2514 YGDN      GDD   Gordon Downs Asmall_airport       48982    9    6                  2024-06-27 0:00 2024-06-27 0:00      -18.67810059   128.5919952     800"
"2515 HAGO      GDE   Gode Airport     medium_airport   15154   57    2                  2024-06-27 0:00 2024-06-27 0:00      5.935130119    43.57860184     834 https://en.wikipedia.org/wiki/Gode_Airport"
"2516 3Z8       GDH   Golden Horn Lodseaplane_base      48983   188   4                  2024-06-27 0:00 2024-06-27 0:00      59.74700165        -158.875     91"
"2517 FEGL      GDI   Gordil Airport   small_airport    26547   33    2                  2024-06-27 0:00 2024-06-27 0:00          9.581117     21.728172    1427 https://en.wikipedia.org/wiki/Gordil_Airport"
"2518 MMGL      GDL   Aeropuerto Inter large_airport    15719   113   4                  2024-06-27 0:00 2024-06-27 0:00        20.523342     -103.310108   5016 https://en.wikipedia.org/wiki/Don_Miguel_Hidalgo_y"
"2519 KGDM      GDM   Gardner Municip small_airport     14611   188   4                  2024-06-27 0:00 2024-06-27 0:00      42.54999924    -72.01609802    955 https://en.wikipedia.org/wiki/Gardner_Municipal_Air"
"2520 EPGD      GDN   Gdańsk Lech Walarge_airport       48984   141   3 http://www.airpor 2024-06-27 0:00 2024-06-27 0:00       54.377602        18.4662     489 https://en.wikipedia.org/wiki/Gda%C5%84sk_Lech_"
"2521 SVGD      GDO   Guasdualito Airp medium_airport   15817   193   5                  2024-06-27 0:00 2024-06-27 0:00         7.210834      -70.756386    427 https://en.wikipedia.org/wiki/Guasdualito_Airport"
"2522 SNGD      GDP   Guadalupe Airpo small_airport     15722   24    5                  2024-06-27 0:00 2024-06-27 0:00      -6.782219887    -43.5821991    564"
"2523 HAGN      GDQ   Gondar Airport   medium_airport    3269   57    2                  2024-06-27 0:00 2024-06-27 0:00          12.5199      37.433998    6449 https://en.wikipedia.org/wiki/Gondar_Airport"
"2524 SDAG      GDR   Angra dos Reis Asmall_airport      1989   24    5                  2024-06-27 0:00 2024-06-27 0:00          -22.9753     -44.307098     10 https://en.wikipedia.org/wiki/Angra_dos_Reis_Airpo"
"2525 MBGT      GDT   JAGS McCartneymedium_airport      48985   222   4                  2024-06-27 0:00 2024-06-27 0:00          21.4445      -71.142303     13 https://en.wikipedia.org/wiki/JAGS_McCartney_Inte"
"2526 KGDV      GDV   Dawson Commu medium_airport       48986   188   4                  2024-06-27 0:00 2024-06-27 0:00        47.137658      -104.80691   2458 https://en.wikipedia.org/wiki/Dawson_Community_A"
"2527 KGDW      GDW   Gladwin Zettel M small_airport      48987   188   4 http://www.gladw 2024-06-27 0:00 2024-06-27 0:00      43.97060013    -84.47499847    776 https://en.wikipedia.org/wiki/Gladwin_Zettel_Memo"
"2528 UHMM      GDX   Sokol Airport      medium_airport   24786   145   1                  2024-06-27 0:00 2024-06-27 0:00       59.9109993    150.7200012     574 https://en.wikipedia.org/wiki/Sokol_Airport"
"2529 URKG      GDZ   Gelendzhik Airpomedium_airport      14755   145   3 http://basel.aero/ 2024-06-27 0:00 2024-06-27 0:00    44.58209263    38.01248074      98 https://en.wikipedia.org/wiki/Gelendzhik_Airport"
"2530 NWWM      GEA   Nouméa Magent medium_airport        48988   208   6                  2024-06-27 0:00 2024-06-27 0:00         -22.25812    166.472783      10 https://en.wikipedia.org/wiki/Noum%C3%A9a_Mag"
"2531 WAMJ      GEB   Gebe Airport       small_airport    48989   77    1                  2024-06-27 0:00 2024-06-27 0:00         -0.078889    129.457993     125 https://en.wikipedia.org/wiki/Gebe_Airport"
"2532 CY-0002   GEC   Lefkoniko Airport medium_airport    48990   44    1                  2024-06-27 0:00 2024-06-27 0:00         35.23591      33.720088     146 https://en.wikipedia.org/wiki/Geçitkale_Air_Base"
"2533 KGED      GED   Delaware Coastasmall_airport        14827   188   4 https://www.suss 2024-06-27 0:00 2024-06-27 0:00        38.689201      -75.358902     53 https://en.wikipedia.org/wiki/Sussex_County_Airpor"
"2534 YGTO      GEE   Georgetown Airp small_airport       14827    9    6 http://www.georg 2024-06-27 0:00 2024-06-27 0:00        -41.079491    146.839061     131 https://en.wikipedia.org/wiki/George_Town_Aerodro"
"2535 AGEV      GEF   Geva Airport       small_airport    48991   161   6                  2024-06-27 0:00 2024-06-27 0:00      -7.575829983   156.5970001"
"2536 KGEG      GEG   Spokane Interna medium_airport      40562   188   4 https://spokanea 2024-06-27 0:00 2024-06-27 0:00          47.6199     -117.533997   2376 https://en.wikipedia.org/wiki/Spokane_International"
"2537 SBNM      GEL   Santo Ângelo Air medium_airport     48992   24    5                  2024-06-27 0:00 2024-06-27 0:00        -28.282503     -54.169623   1056 https://en.wikipedia.org/wiki/Santo_%C3%82ngelo_"
"2538 FGMY      GEM   President Obiangsmall_airport       48993   53    2                  2024-06-27 0:00 2024-06-27 0:00         1.685334      11.024394    2165 https://en.wikipedia.org/wiki/President_Obiang_Ngu"
"2539 SYCJ      GEO   Cheddi Jagan In medium_airport      14827   71    5 http://www.cjairp 2024-06-27 0:00 2024-06-27 0:00         6.49855      -58.254101     95 https://en.wikipedia.org/wiki/Cheddi_Jagan_Interna"
"2540 MUNG      GER   Rafael Cabrera Amedium_airport      30096   43    4                  2024-06-27 0:00 2024-06-27 0:00      21.83469963    -82.78379822     79 https://en.wikipedia.org/wiki/Rafael_P%C3%A9rez_"
"2541 RPMR      GES   General Santos medium_airport       14799   140   1                  2024-06-27 0:00 2024-06-27 0:00      6.058000088    125.0960007     505 https://en.wikipedia.org/wiki/General_Santos_Intern"
"2542 YGEL      GET   Geraldton Airpor medium_airport     14841    9    6                  2024-06-27 0:00 2024-06-27 0:00        -28.796101    114.707001     121 https://en.wikipedia.org/wiki/Geraldton_Airport"
"2543 ESNG      GEV   Gällivare Airport medium_airport    48994   169   3                  2024-06-27 0:00 2024-06-27 0:00      67.13240051    20.81459999    1027 https://en.wikipedia.org/wiki/G%C3%A4llivare_Airp"
"2544 GEW       GEW   Gewoia Airport small_airport        48995   137   6                  2024-06-27 0:00 2024-06-27 0:00           -9.2263      148.4949     340"
"2545 KGEY      GEY   South Big Horn Csmall_airport       48996   188   4 http://www.bigho 2024-06-27 0:00 2024-06-27 0:00      44.51679993    -108.0830002   3939"
"2546 KGFA      GFA   Malmstrom Air F heliport            15545   188   4 http://www.malm 2024-06-27 0:00 2024-06-27 0:00       47.50469971    -111.1869965   3472 https://en.wikipedia.org/wiki/Malmstrom_Air_Force_"
"2547 GFD       GFD   Pope Field         small_airport    15571   188   4                  2024-06-27 0:00 2024-06-27 0:00        39.790715      -85.735019    895 https://en.wikipedia.org/wiki/Pope_Field_(Indiana)"
"2548 YGNF      GFE   Grenfell Airport small_airport      48997    9    6                  2024-06-27 0:00 2024-06-27 0:00               -34   148.1329956    1080"
"2549 YGTH      GFF   Griffith Airport   medium_airport   15628    9    6                  2024-06-27 0:00 2024-06-27 0:00      -34.25080109   146.0670013     439 https://en.wikipedia.org/wiki/Griffith_Airport"
"2550 KGFK      GFK   Grand Forks Inte medium_airport     15488   188   4 http://www.gfkair 2024-06-27 0:00 2024-06-27 0:00       47.949299      -97.176102    845 https://en.wikipedia.org/wiki/Grand_Forks_Internati"
"2551 KGFL      GFL   Floyd Bennett M medium_airport      15097   188   4 http://www.warre 2024-06-27 0:00 2024-06-27 0:00      43.34120178    -73.61029816    328 https://en.wikipedia.org/wiki/Floyd_Bennett_Memor"
"2552 YGFN      GFN   Clarence Valley medium_airport      15460    9    6 https://www.clare2024-06-27 0:00 2024-06-27 0:00        -29.754795    153.031234     110 https://en.wikipedia.org/wiki/Clarence_Valley_Regio"
"2553 SYBT      GFO   Bartica A Airport small_airport      4506   71    5                  2024-06-27 0:00 2024-06-27 0:00         6.358864      -58.655207      3 https://en.wikipedia.org/wiki/Bartica_Airport"
"2554 LFRF      GFR   Granville Airport medium_airport    15521   60    3                  2024-06-27 0:00 2024-06-27 0:00        48.883099        -1.56417     45 https://fr.wikipedia.org/wiki/A%C3%A9rodrome_de_"
"2555 FYGF      GFY   Grootfontein Airpmedium_airport     15658   122   2                  2024-06-27 0:00 2024-06-27 0:00          -19.6022       18.1227    4636 https://en.wikipedia.org/wiki/Grootfontein_Air_Force"
"2556 SWHP      GGB   Frederico Carlos small_airport      48998   24    5 https://noticiasint 2024-06-27 0:00 2024-06-27 0:00     -14.019959     -52.152003   1476 https://en.wikipedia.org/wiki/%C3%81gua_Boa_Air"
"2557 FNBL      GGC   Lumbala Airport small_airport       48999    5    2                  2024-06-27 0:00 2024-06-27 0:00        -14.105106      21.45083    3700 https://en.wikipedia.org/wiki/Lumbala_Airport"
"2559 KGGE      GGE   Georgetown Cousmall_airport         14827   188   4 http://www.georg 2024-06-27 0:00 2024-06-27 0:00      33.31169891    -79.31960297     39 https://en.wikipedia.org/wiki/Georgetown_County_A"
"2560 SNYA      GGF   Almeirim Airport small_airport       1241   24    5                  2024-06-27 0:00 2024-06-27 0:00         -1.479524     -52.578214    584 https://en.wikipedia.org/wiki/Almeirim_Airport"
"2561 KGGG      GGG   East Texas Regiomedium_airport      24137   188   4                  2024-06-27 0:00 2024-06-27 0:00      32.38399887    -94.71150208    365 https://en.wikipedia.org/wiki/East_Texas_Regional_"
"2562 SSCT      GGH   Engenheiro Gast small_airport        9582   24    5                  2024-06-27 0:00 2024-06-27 0:00         -23.69157     -52.642091   1837 https://en.wikipedia.org/wiki/Gast%C3%A3o_Mesq"
"2563 SSGY      GGJ   Guaíra Airport     small_airport    49000   24    5                  2024-06-27 0:00 2024-06-27 0:00          -24.0811       -54.1917    889 https://en.wikipedia.org/wiki/Gua%C3%ADra_Airpo"
"2564 HKKG      GGM   Kakamega Airpo small_airport        19588   88    2                  2024-06-27 0:00 2024-06-27 0:00      0.271342009    34.78730011    5020 https://en.wikipedia.org/wiki/Kakamega_Airport"
"2565 DIGA      GGN   Gagnoa Airport small_airport        14393   83    2                  2024-06-27 0:00 2024-06-27 0:00         6.102855       -5.986809    732 https://en.wikipedia.org/wiki/Gagnoa_Airport"
"2566 DIGL      GGO   Guiglo Airport     small_airport    15908   83    2                  2024-06-27 0:00 2024-06-27 0:00          6.534711      -7.526847    722 https://en.wikipedia.org/wiki/Guiglo_Airport"
"2567 HCMW      GGR   Garowe Airport small_airport        49001   162   2                  2024-06-27 0:00 2024-06-27 0:00         8.457942      48.567407    1465 https://en.wikipedia.org/wiki/Garowe_Airport"
"2568 SAWR      GGS   Gobernador Gre small_airport        15143    7    5                  2024-06-27 0:00 2024-06-27 0:00          -48.7831     -70.150002    356 https://en.wikipedia.org/wiki/Gobernador_Gregores"
"2569 MYEF      GGT   Exuma Internatiomedium_airport      49002   12    4                  2024-06-27 0:00 2024-06-27 0:00        23.562599      -75.877998      9 https://en.wikipedia.org/wiki/Exuma_International_A"
"2570 KGGW      GGW   Wokal Field/Glas medium_airport     15065   188   4 http://www.glasg 2024-06-27 0:00 2024-06-27 0:00        48.212502     -106.614998   2296 https://en.wikipedia.org/wiki/Glasgow_Airport_(US)"
"2571 DAUG      GHA   Noumérat - Mouf medium_airport      49003    3    2                  2024-06-27 0:00 2024-06-27 0:00        32.384102         3.79411   1512 https://en.wikipedia.org/wiki/Noumerate_Airport"
"2572 MYEM      GHB   Governor's Harb medium_airport      49004   12    4                  2024-06-27 0:00 2024-06-27 0:00          25.2847      -76.331001     26 https://en.wikipedia.org/wiki/Governor's_Harbour_A"
"2573 MYBG      GHC   Great Harbour C medium_airport      49005   12    4                  2024-06-27 0:00 2024-06-27 0:00          25.7383      -77.840103     18 https://en.wikipedia.org/wiki/Great_Harbour_Cay_A"
"2574 GHE       GHE   Garachiné Airpo small_airport       49006   136   5                  2024-06-27 0:00 2024-06-27 0:00            8.0644       -78.3673     42 https://en.wikipedia.org/wiki/Garachin%C3%A9_Air"
"2575 EDQG      GHF   Giebelstadt Airposmall_airport      49007   64    3 http://www.edqg. 2024-06-27 0:00 2024-06-27 0:00      49.64805603    9.966388702     981 https://en.wikipedia.org/wiki/Giebelstadt_Airport"
"2577 KGHM      GHM   Centerville Municsmall_airport       8519   188   4                  2024-06-27 0:00 2024-06-27 0:00      35.83739853    -87.44539642    768 https://en.wikipedia.org/wiki/Centerville_Municipal_"
"2578 ZUGH      GHN   Guanghan Airpo small_airport        49008   36    1                  2024-06-27 0:00 2024-06-27 0:00          30.9485       104.3296    1531 https://en.wikipedia.org/wiki/Guanghan_Airport"
"2579 WALE      GHS   Melalan Airport small_airport       49009   77    1                  2024-06-27 0:00 2024-06-27 0:00         -0.203611    115.760002     330 https://en.wikipedia.org/wiki/West_Kutai_Melalan_A"
"2580 HLGT      GHT   Ghat Airport       medium_airport   14908   100   2                  2024-06-27 0:00 2024-06-27 0:00      25.14559937    10.14260006    2296 https://en.wikipedia.org/wiki/Ghat_Airport"
"2581 SAAG      GHU   Gualeguaychu A medium_airport       15748    7    5                  2024-06-27 0:00 2024-06-27 0:00        -33.005567     -58.612833     75 https://en.wikipedia.org/wiki/Gualeguaych%C3%BA"
"2582 LROV      GHV   Brașov-Ghimbav medium_airport       49010   144   3 https://brasovairp2024-06-27 0:00 2024-06-27 0:00        45.70558      25.522871    1740 https://en.wikipedia.org/wiki/Brașov-Ghimbav_Inter"
"2583 LXGB      GIB   Gibraltar Airport medium_airport    14960   223   3 https://www.gibra2024-06-27 0:00 2024-06-27 0:00        36.151199        -5.34966     12 https://en.wikipedia.org/wiki/Gibraltar_Airport"
"2584 YBOI      GIC   Boigu Island Airpsmall_airport      49011    9    6                  2024-06-27 0:00 2024-06-27 0:00          -9.23278    142.218002      23 https://en.wikipedia.org/wiki/Boigu_Island_Airport"
"2585 HBBE      GID   Gitega Airport     small_airport    15035   28    2                  2024-06-27 0:00 2024-06-27 0:00         -3.417209     29.911308    5741 https://en.wikipedia.org/wiki/Gitega_Airport"
"2586 KGIF      GIF   Winter Haven Resmall_airport        46369   188   4 http://kgif.mywint 2024-06-27 0:00 2024-06-27 0:00      28.062901      -81.753304    145 https://en.wikipedia.org/wiki/Winter_Haven's_Gilbe"
"2587 SBGL      GIG   Rio Galeão – Tomlarge_airport       35317   24    5 https://www.rioga2024-06-27 0:00 2024-06-27 0:00        -22.809999     -43.250557     28 https://en.wikipedia.org/wiki/Rio_de_Janeiro-Gale%"
"2588 GUSI      GII   Siguiri Airport   small_airport    39579   69    2                  2024-06-27 0:00 2024-06-27 0:00        11.399833        -9.18841    1296 https://en.wikipedia.org/wiki/Siguiri_Airport"
"2589 OPGT      GIL   Gilgit Airport    medium_airport   14994   133   1                  2024-06-27 0:00 2024-06-27 0:00      35.91880035    74.33360291     4796 https://en.wikipedia.org/wiki/Gilgit_Airport"
"2590 GA-0006   GIM   Miele Mimbale A small_airport      49012   61    2                  2024-06-27 0:00 2024-06-27 0:00          -0.02894     11.418021      965"
"2591 SKGI      GIR   Santiago Vila Air medium_airport   15018   37    5                  2024-06-27 0:00 2024-06-27 0:00          4.27624        -74.7967     900 https://en.wikipedia.org/wiki/Santiago_Vila_Airport"
"2592 NZGS      GIS   Gisborne Airport medium_airport    15026   126   6 https://gisbornea 2024-06-27 0:00 2024-06-27 0:00         -38.6633    177.977997       15 https://en.wikipedia.org/wiki/Gisborne_Airport"
"2593 TZ-GIT    GIT   Mchauru Airport small_airport      14747   174   2                  2024-06-27 0:00 2024-06-27 0:00         -2.813667     32.172472     3955"
"2594 VCCS      GIU   Sigiriya Air Forcesmall_airport    49013   166   1 http://www.airforc2024-06-27 0:00 2024-06-27 0:00         7.95667        80.7285      630 https://en.wikipedia.org/wiki/Sigiriya_Airport"
"2595 FAGI      GIY   Giyani Airport    small_airport    15044   163   2                  2024-06-27 0:00 2024-06-27 0:00          -23.2833          30.65    1584 https://af.wikipedia.org/wiki/Giyani-lughawe"
"2596 OEGN      GIZ   Jizan Regional A medium_airport    49014   153   1                  2024-06-27 0:00 2024-06-27 0:00           16.9011       42.5858       20 https://en.wikipedia.org/wiki/Jizan_Regional_Airpor"
"2597 MHNJ      GJA   La Laguna Airpo medium_airport     49015   73    4                  2024-06-27 0:00 2024-06-27 0:00          16.4454      -85.906601      49 https://en.wikipedia.org/wiki/Guanaja_Airport"
"2598 DAAV      GJL   Jijel Ferhat Abba medium_airport   49016    3    2                  2024-06-27 0:00 2024-06-27 0:00        36.795101        5.87361       36 https://en.wikipedia.org/wiki/Jijel_Ferhat_Abbas_Ai"
"2599 SBGM      GJM   Guajará-Mirim A medium_airport     49017   24    5                  2024-06-27 0:00 2024-06-27 0:00         -10.78641      -65.28486     478 https://pt.wikipedia.org/wiki/Aeroporto_de_Guajar%"
"2600 BIGJ      GJR   Gjögur Airport    small_airport    49018   75    3                  2024-06-27 0:00 2024-06-27 0:00          65.9953        -21.3269      83 https://en.wikipedia.org/wiki/Gj%C3%B6gur_Airport"
"2601 KGJT      GJT   Grand Junction Rmedium_airport     15493   188   4 http://www.gjairp 2024-06-27 0:00 2024-06-27 0:00       39.126663     -108.529387    4858 https://en.wikipedia.org/wiki/Grand_Junction_Regio"
"2602 AYGA      GKA   Goroka Airport    medium_airport   49019   137   6                  2024-06-27 0:00 2024-06-27 0:00      -6.081689835   145.3919983     5282 https://en.wikipedia.org/wiki/Goroka_Airport"
"2603 LT86      GKD   Gökçeada Airpor small_airport      49020   181   1                  2024-06-27 0:00 2024-06-27 0:00        40.204498      25.883302       73 https://en.wikipedia.org/wiki/G%C3%B6k%C3%A7e"
"2604 ETNG      GKE   Geilenkirchen Ai medium_airport    14742   64    3                  2024-06-27 0:00 2024-06-27 0:00          50.9608        6.04242      296 https://en.wikipedia.org/wiki/NATO_Air_Base_Geile"
